code_site,libelle_site,code_station,libelle_station,type_station,coordonnee_x_station,coordonnee_y_station,code_projection,longitude_station,latitude_station,influence_locale_station,commentaire_station,altitude_ref_alti_station,code_systeme_alti_site,code_commune_station,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,descriptif_station,date_maj_station,date_ouverture_station,date_fermeture_station,commentaire_influence_locale_station,code_regime_station,qualification_donnees_station,code_finalite_station,type_contexte_loi_stat_station,type_loi_station,date_debut_ref_alti_station,date_activation_ref_alti_station,date_maj_ref_alti_station,libelle_departement,en_service,geometry.type,geometry.crs.type,geometry.crs.properties.name,geometry.coordinates1,geometry.coordinates2
Y8410001,Le Prunelli à Tolla,Y841000101,Le Prunelli à Tolla - EDF,DEB,1194988.0,6114637.0,26,8.964113699,41.964028396,3.0,Station sur barrage EDF de Tolla,,,2A326,TOLLA,2A,94,CORSE,Y84-0400,Le Prunelli,http://id.eaufrance.fr/CEA/Y84-0400,,2021-04-19T00:00:00Z,2015-10-01T00:00:00Z,,"Station dédiée au suivi des crues uniquement, à partir du déversement du plan d'eau EDF de Tolla. Hors crue, le débit réservé est affiché.",1,16,2.0,1.0,0.0,,,,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,8.96411369863943,41.9640283957106
Y8420001,Le Prunelli à Ocana,Y842000101,Le Prunelli à Ocana - Pont de la Pierre,LIMNI,1187542.0,6110157.0,26,8.870723887,41.928901929,3.0,"Station d'étude mesurant le débit résultant des lachures du barrage EDF de Tolla-Ocana  et des prélèvements aval (Ajaccio, OEHC). Tarage délicat du fait des fluctuations rapides de débit.",35.0,4.0,2A181,OCANA,2A,94,CORSE,Y84-0400,Le Prunelli,http://id.eaufrance.fr/CEA/Y84-0400,,2021-02-15T00:00:00Z,1979-10-01T00:00:00Z,1989-04-26T00:00:00Z,,1,20,12.0,1.0,1.0,1979-10-01T00:00:00Z,2016-08-19T00:00:00Z,2020-06-23T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,8.87072388749,41.9289019285529
Y8420002,Le Prunelli à Cauro,Y842000201,Le Prunelli à Cauro - Pont de l'Auberge,LIMNI,1184780.2284077,6108126.0233782,26,8.835785286,41.912544007,3.0,,,,2A085,CAURO,2A,94,CORSE,Y84-0400,Le Prunelli,http://id.eaufrance.fr/CEA/Y84-0400,,2022-02-25T00:00:00Z,2021-11-15T00:00:00Z,,Influencée en toutes eaux par le barrage EDF de Tolla.,1,16,2.0,,,,,,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,8.83578528635529,41.9125440074637
Y8500001,Le ruisseau Butturacci à Coti-Chiavari,Y850000101,Le ruisseau Butturacci à Coti-Chiavari - Pont de Gradello,LIMNI,1184591.0,6094172.0,26,8.821154615,41.787663768,1.0,,435.0,4.0,2A098,COTI-CHIAVARI,2A,94,CORSE,Y8500500,Ruisseau Butturacci,http://id.eaufrance.fr/CEA/Y8500500,,2021-02-15T00:00:00Z,1979-11-01T00:00:00Z,1994-03-16T00:00:00Z,,1,20,12.0,1.0,1.0,1979-11-01T00:00:00Z,2016-08-19T00:00:00Z,2021-02-15T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,8.82115461497006,41.7876637678088
Y8610002,Le Taravo à Corrano,Y861000201,Le Taravo à Corrano - Bains de Guitera,LIMNI,1206233.0,6106999.0,26,9.091986999,41.887906525,1.0,,379.0,4.0,2A094,CORRANO,2A,94,CORSE,Y86-0400,Le Taravo,http://id.eaufrance.fr/CEA/Y86-0400,,2021-01-19T00:00:00Z,1959-11-01T00:00:00Z,1990-01-01T00:00:00Z,,1,20,21.0,1.0,2.0,1959-11-01T00:00:00Z,2016-08-19T00:00:00Z,2020-06-23T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.09198699928099,41.8879065253205
Y8620001,Le Taravo à Zigliara [Pont d'Abra],Y862000101,Le Taravo à Zigliara [Pont d'Abra],LIMNI,1195889.0,6097548.0,26,8.959418165,41.81034056,1.0,Courbes de tarage à partir du 31/12/1979 revues et débits recalculés en août 2003 à partir de la modélisation hydraulique des hautes eaux de SOGREAH de novembre 2002.,,,2A360,ZIGLIARA,2A,94,CORSE,Y86-0400,Le Taravo,http://id.eaufrance.fr/CEA/Y86-0400,,2021-04-15T00:00:00Z,1969-01-01T00:00:00Z,,,1,20,12.0,1.0,2.0,,,,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,8.95941816510293,41.8103405604503
Y8700002,Le Baraci à Fozzano,Y870000201,Le Baraci à Fozzano - Pont D257,LIMNI,1196317.0,6084842.0,26,8.953052151,41.696252565,,,,,2A118,FOZZANO,2A,94,CORSE,Y8700500,Rivière Baraci,http://id.eaufrance.fr/CEA/Y8700500,,2021-10-04T00:00:00Z,2021-09-27T00:00:00Z,,,1,16,12.0,,,,,,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,8.95305215093957,41.6962525648304
Y8800001,Le ruisseau de Codi à Sorbollano [EDF - Codi],Y880000101,Le ruisseau de Codi à Sorbollano [EDF - Codi],LIMNI,1209367.0,6091152.0,26,9.114812619,41.743812357,,Les valeurs publiées représentent les débits naturels du Codi. Station mise en service en septembre 1997. Données produites par EDF-DTG.,563.17,3.0,2A285,SORBOLLANO,2A,94,CORSE,,,,,2024-01-17T00:00:00Z,1997-09-16T00:00:00Z,,,1,16,,,,1997-09-16T00:00:00Z,2024-01-16T00:00:00Z,2024-01-17T00:00:00Z,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.11481261926689,41.7438123569979
Y8810001,Le Rizzanese à Zoza,Y881000101,Le Rizzanese à Zoza - Pont de Zoza,LIMNI,1206297.0,6088906.0,26,9.076033259,41.725826143,3.0,station influencée par barrage EDF en amont,,,2A363,ZOZA,2A,94,CORSE,Y88-0400,Rivière u Rizzanese,http://id.eaufrance.fr/CEA/Y88-0400,,2021-04-19T00:00:00Z,2012-04-30T00:00:00Z,,influence EDF à partir mai 2012,1,12,2.0,,,,,,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.0760332590468,41.7258261427205
Y8810001,Le Rizzanese à Zoza,Y881000102,Le Rizzanese à Zoza - Zoza ancien,LIMNI,1206297.0,6088906.0,26,9.076033259,41.725826143,1.0,,,,2A363,ZOZA,2A,94,CORSE,Y88-0400,Rivière u Rizzanese,http://id.eaufrance.fr/CEA/Y88-0400,,2021-02-15T00:00:00Z,1966-01-01T00:00:00Z,2012-04-30T00:00:00Z,,1,20,27.0,,,,,,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.0760332590468,41.7258261427205
Y8820002,U Fiumicicoli à Sainte-Lucie-de-Tallano,Y882000201,U Fiumicicoli à Sainte-Lucie-de-Tallano,LIMNI,1204329.0,6081521.0,26,9.045735488,41.661050985,1.0,,,,2A308,SAINTE-LUCIE-DE-TALLANO,2A,94,CORSE,Y8820500,Rivière u Fiumicicoli,http://id.eaufrance.fr/CEA/Y8820500,,2021-04-29T00:00:00Z,2018-12-21T00:00:00Z,,Variations journalières de quelques cm dues à des prélèvements à l'amont,1,20,2.0,,,,,,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.04573548830548,41.6610509848345
Y8830001,Le Rizzanese à Propriano,Y883000101,Le Rizzanese à Propriano - Pont de Rena Bianca,LIMNI,1193688.0,6080308.0,26,8.917569148,41.657420929,3.0,"Station télétransmise avec données acquises par 2 capteurs radars (vitesse et hauteur) installés par l'Institut des Géosciences de l'Environnement (Grenoble) pour le compte du Conservatoire d'Espaces Naturels Corse. Station influencée par barrage EDF en amont. En dessous d'une hauteur de 0.15 m à l'échelle, la donnée brute remontant du capteur radar est erronée.",4.21,4.0,2A249,PROPRIANO,2A,94,CORSE,Y88-0400,Rivière u Rizzanese,http://id.eaufrance.fr/CEA/Y88-0400,,2022-08-31T00:00:00Z,2016-07-29T00:00:00Z,,Influence du barrage EDF à partir de mai 2012,1,20,28.0,,,2017-08-21T00:00:00Z,2019-07-17T00:00:00Z,2020-01-13T00:00:00Z,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,8.91756914801432,41.657420928985
Y8900001,L'Ortolo à Sartène,Y890000101,L'Ortolo à Sartène - Moulin de Curgia,LIMNI,1202699.0,6073919.0,26,9.019337948,41.594098246,1.0,"Station d'étude. En étiage, le seuil de contrôle présente un débit de fuite pouvant atteindre 30 l/s non pris en compte dans l'information hauteur. Pendant la même période, fréquentes perturbations par des pompages d'irrigation.",75.0,4.0,2A272,SARTENE,2A,94,CORSE,Y8900500,L'Ortolo,http://id.eaufrance.fr/CEA/Y8900500,,2021-05-12T00:00:00Z,1976-10-01T00:00:00Z,1996-06-01T00:00:00Z,,1,20,12.0,1.0,1.0,1976-10-01T00:00:00Z,2016-08-19T00:00:00Z,2016-08-19T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.01933794753539,41.5940982457961
Y8900002,L'Ortolo à Levie [Vignallela],Y890000201,L'Ortolo à Levie [Vignallela] - Vignalella,LIMNI,1207731.0,6077863.0,26,9.082985432,41.625952713,1.0,,,,2A142,LEVIE,2A,94,CORSE,Y8900500,L'Ortolo,http://id.eaufrance.fr/CEA/Y8900500,,2020-06-26T00:00:00Z,1996-06-26T00:00:00Z,,,1,20,7.0,1.0,1.0,,,,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.08298543163974,41.6259527133287
Y9600001,La Solenzara à Sari-Solenzara [Canniciu],Y960000101,La Solenzara à Sari-Solenzara [Canniciu] - Tafonato,LIMNI,1228778.0,6105355.0,26,9.36055489,41.857231501,1.0,STATION DU RÉSEAU DE BASE VULNÉRABLE AUX CRUES. REMPLACÉE PAR LA STATION AVAL DE CANNICIU A PARTIR DE 1988.,30000.0,4.0,2A269,SARI-SOLENZARA,2A,94,CORSE,Y9600520,La Solenzara,http://id.eaufrance.fr/CEA/Y9600520,,2021-01-19T00:00:00Z,1974-01-01T00:00:00Z,1985-12-01T00:00:00Z,,1,20,7.0,1.0,1.0,1974-01-01T00:00:00Z,2017-09-13T00:00:00Z,2017-09-13T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.36055489033791,41.8572315005235
Y9600001,La Solenzara à Sari-Solenzara [Canniciu],Y960000102,La Solenzara à Sari-Solenzara [Canniciu] - Canniciu,LIMNI,1229534.0,6106147.0,26,9.370376192,41.863776037,2.0,STATION EN REMPLACEMENT DE CELLE DE TAFONATO Y9605220 DÉTRUITE PAR UNE CRUE EN 1985. ÉQUIPÉE DE SAISIE SUR SITE ET TÉLÉTRANSMISSION A DATER DE JUIN 1990. LES COURBES DE TARAGE POSTÉRIEURES AU 10/08/1996 ONT ÉTÉ REVUES EN AOUT 2003 A PARTIR DE LA MODÉLISATION HYDRAULIQUE DES HAUTES EAUX DE NOVEMBRE 2002.,18.0,0.0,2A269,SARI-SOLENZARA,2A,94,CORSE,Y9600520,La Solenzara,http://id.eaufrance.fr/CEA/Y9600520,,2021-01-19T00:00:00Z,1988-01-01T00:00:00Z,,Pompages amont ?,1,20,7.0,1.0,1.0,1988-01-01T00:00:00Z,2017-09-13T00:00:00Z,2017-09-13T00:00:00Z,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.37037619231525,41.863776037477
Y9600002,Le ruisseau de San Petru [Ravin de la Cannone] à Quenza,Y960000201,Le ruisseau de San Petru [Ravin de la Cannone] à Quenza - DFCI,LIMNI,1218892.0,6097651.0,26,9.234835318,41.795324477,1.0,Bassin versant expérimental,,,2A254,QUENZA,2A,94,CORSE,Y9601260,Ruisseau de San Petru,http://id.eaufrance.fr/CEA/Y9601260,,2021-01-19T00:00:00Z,1981-10-01T00:00:00Z,1987-08-01T00:00:00Z,,1,20,,1.0,1.0,,,,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.23483531842695,41.7953244768396
Y9600003,La Solenzara à Sari-Solenzara,Y960000301,La Solenzara à Sari-Solenzara - Station de pompage OEHC,LIMNI,1228126.0,6104411.0,26,9.351834485,41.849250061,,,58.0,4.0,2A269,SARI-SOLENZARA,2A,94,CORSE,Y9600520,La Solenzara,http://id.eaufrance.fr/CEA/Y9600520,,2021-07-05T00:00:00Z,2021-07-13T00:00:00Z,,,1,16,123.0,,,2021-07-01T00:00:00Z,2021-07-05T00:00:00Z,2021-07-05T00:00:00Z,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.3518344847977,41.8492500605133
Y9700001,U Cavu à Conca et à Zonza,Y970000101,U Cavu à Conca - Sainte-Lucie,LIMNI,1227949.0,6088364.0,26,9.334265949,41.705707188,1.0,,55.0,4.0,2A092,CONCA,2A,94,CORSE,Y9700520,Rivière u Cavu,http://id.eaufrance.fr/CEA/Y9700520,,2021-05-12T00:00:00Z,1968-10-01T00:00:00Z,1976-12-01T00:00:00Z,,1,20,12.0,1.0,2.0,1968-10-01T00:00:00Z,2016-08-19T00:00:00Z,2016-08-19T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.33426594852884,41.7057071876296
Y9700001,U Cavu à Conca et à Zonza,Y970000102,U Cavu à Zonza - Tagliu Rossu,LIMNI,1225344.0,6089220.0,26,9.303962607,41.715240946,1.0,Station du réseau de base sur le seuil de prise d'A.E.P du syndicat du Cavo. Mauvaise sensibilité en étiage* lit de débordement en crue. La station de Taglio Rossu remplace en 1976 la station aval de Sainte Lucie.,98.0,4.0,2A362,ZONZA,2A,94,CORSE,Y9700520,Rivière u Cavu,http://id.eaufrance.fr/CEA/Y9700520,,2021-05-12T00:00:00Z,1976-11-01T00:00:00Z,1989-04-01T00:00:00Z,,1,20,12.0,1.0,1.0,1976-11-01T00:00:00Z,2016-08-19T00:00:00Z,2016-08-19T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.30396260661879,41.715240946424
Y9700001,U Cavu à Conca et à Zonza,Y970000103,U Cavu à Conca - Pont de Purcilella,LIMNI,1227918.0,6088420.0,26,9.333949387,41.706230832,1.0,"Nouvelle station créée en 2019 au pont de Purcilella, suite aux études d'enjeux et à l'expertise des sites menées en 2018.",62000.0,0.0,2A092,CONCA,2A,94,CORSE,Y9700520,Rivière u Cavu,http://id.eaufrance.fr/CEA/Y9700520,,2022-02-16T00:00:00Z,2019-03-27T00:00:00Z,,,1,20,2.0,,,2019-03-28T00:00:00Z,2021-02-15T00:00:00Z,2022-01-07T00:00:00Z,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.33394938706944,41.7062308323409
Y9700002,U Cavu à Zonza,Y970000201,U Cavu à Zonza - Parc aventures,LIMNI,1225120.0,6089763.0,26,9.301804987,41.720262744,,,,,2A362,ZONZA,2A,94,CORSE,Y9700520,Rivière u Cavu,http://id.eaufrance.fr/CEA/Y9700520,,2024-06-07T00:00:00Z,2021-09-29T00:00:00Z,,,1,16,2.0,,,,,,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.30180498716357,41.7202627442804
Y9710001,L'Osu à Lecci,Y971000101,L'Osu à Lecci,LIMNI,1225436.0,6084258.0,26,9.300321156,41.670752501,3.0,Influencée à partir de 1976 par la dérivation de l'Asinao (Haut-Rizzanèse) et 1979 par la restitution issue de la retenue de l'Ospedale.,74.0,4.0,2A139,LECCI,2A,94,CORSE,Y9710500,L'Osu,http://id.eaufrance.fr/CEA/Y9710500,,2021-05-12T00:00:00Z,1968-12-01T00:00:00Z,1981-01-01T00:00:00Z,,1,12,12.0,1.0,1.0,1968-12-01T00:00:00Z,2016-08-19T00:00:00Z,2016-08-19T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.30032115559241,41.6707525009614
Y9710002,Le ruisseau de Palavesani à Porto-Vecchio,Y971000201,Le ruisseau de Palavesani à Porto-Vecchio,LIMNI,1216316.0,6082514.0,26,9.189781975,41.661609911,,Station hydrométrique mise en place le 24/06/2021 par l'Unité Hydro-Climatologie de l'OEHC. Station située à l'amont du barrage d'U Spidali,953550.0,4.0,2A247,PORTO-VECCHIO,2A,94,CORSE,Y9711000,Ruisseau de Palavesani,http://id.eaufrance.fr/CEA/Y9711000,,2023-04-06T00:00:00Z,2021-06-24T00:00:00Z,,,1,20,237.0,,,2021-06-24T00:00:00Z,2023-04-06T00:00:00Z,2023-04-06T00:00:00Z,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.18978197456336,41.6616099109098
Y9800002,Le ruisseau d'Orgone à Sotta,Y980000201,Le ruisseau d'Orgone à Sotta - Moulin de Lastreto,LIMNI,1216567.0,6070297.0,26,9.181336883,41.552059133,1.0,"Station d'étude perturbée en étiage par des pompages amont et un infero-flux important. Le cours conflue avec le Petroso contrôlé par la station S.R.A.E. du pont de Bala. Critique et homogénéisation des courbes de tarage. Recalcul de toute la chronique des QMJ de 1974 à 1996 en décembre 1999. Attention, les années 1971 à 1973, non traitées, doivent être considérées comme très douteuses.",53.52,4.0,2A288,SOTTA,2A,94,CORSE,Y9800520,Ruisseau d'Orgone,http://id.eaufrance.fr/CEA/Y9800520,,2021-05-12T00:00:00Z,1971-06-01T00:00:00Z,1997-01-03T00:00:00Z,,1,12,12.0,1.0,1.0,1971-06-01T00:00:00Z,2016-08-19T00:00:00Z,2016-08-19T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.18133688281199,41.5520591327673
Y9800002,Le ruisseau d'Orgone à Sotta,Y980000202,Le ruisseau d'Orgone à Sotta - Pont RD 59,LIMNI,1215820.0,6070736.0,26,9.172844365,41.556513313,2.0,"Nouvelle station créée en 2020 sur l'Orgone (RD59), suite aux études d'enjeux Vigicrues et à l'expertise des sites menées en 2018. Cette station est située 1 km à l'amont de l'ancienne station du moulin de Lastreto. Cette station est particulièrement dédiée à l'étude des hautes et moyennes eaux dans le cadre de la prévention des crues et a été conçue dans cette optique. En dessous d'une hauteur de 0.4 m à l'échelle, les écoulements se font entre les matériaux alluvionnaires et la donnée brute remontant du capteur radar est erronée.",,,2A288,SOTTA,2A,94,CORSE,Y9800520,Ruisseau d'Orgone,http://id.eaufrance.fr/CEA/Y9800520,,2022-08-31T00:00:00Z,2020-06-23T00:00:00Z,,Existence d'une prise d'eau exploitée par l'Office d’Équipement Hydraulique de la Corse qui alimente le lac situé un km à l'amont du site. Le prélèvement maximal est de 600 L/s.,1,16,2.0,,,,,,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.1728443654154,41.5565133134751
Y9800003,Le Bala à Porto-Vecchio,Y980000301,Le Bala à Porto-Vecchio - Pont de Bala,LIMNI,1220827.0,6075632.0,26,9.237134228,41.596813375,2.0,Station d'étude perturbée en étiage par des pompages amont et un infero-flux important. Ce cours d'eau est un affluent du Stabiaccio contrôlé par la station S.R.A.E. du Moulin de Lastreto.,33.0,4.0,2A247,PORTO-VECCHIO,2A,94,CORSE,Y9800600,Rivière de Bala,http://id.eaufrance.fr/CEA/Y9800600,,2021-05-12T00:00:00Z,1971-06-01T00:00:00Z,1989-04-01T00:00:00Z,,1,12,12.0,1.0,1.0,1971-06-01T00:00:00Z,2016-08-19T00:00:00Z,2016-08-19T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.23713422799775,41.5968133751996
Y9800003,Le Bala à Porto-Vecchio,Y980000302,Le Bala à Porto-Vecchio - Pont de Bala,LIMNI,1220833.0,6075587.0,26,9.237163304,41.596406281,0.0,"Nouvelle station créée en 2020 au pont de Bala, suite aux études d'enjeux et à l'expertise des sites menées en 2018. La rivière de Bala est un affluent du Stabiaccio.",,,2A247,PORTO-VECCHIO,2A,94,CORSE,Y9800600,Rivière de Bala,http://id.eaufrance.fr/CEA/Y9800600,,2021-04-19T00:00:00Z,2020-06-17T00:00:00Z,,,1,16,2.0,,,,,,CORSE-DU-SUD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.23716330386153,41.5964062808077
Y9820001,Le ruisseau de Francolu à Bonifacio,Y982000101,Le ruisseau de Francolu à Bonifacio - Balistra,LIMNI,1219423.0,6058500.0,26,9.204303068,41.444451093,1.0,,4.0,4.0,2A041,BONIFACIO,2A,94,CORSE,Y9820500,Ruisseau de Francolu,http://id.eaufrance.fr/CEA/Y9820500,,2021-05-12T00:00:00Z,1969-01-01T00:00:00Z,1980-12-01T00:00:00Z,,1,20,12.0,1.0,1.0,1969-01-01T00:00:00Z,2016-08-19T00:00:00Z,2016-08-19T00:00:00Z,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.20430306835767,41.4444510926796
Y9910001,Le ruisseau de Ventilegne à Figari,Y991000101,Le ruisseau de Ventilegne à Figari - Linsticonu,LIMNI,1214412.0,6060314.0,26,9.146374406,41.464203153,1.0,Station d'étude sur petit cours d'eau temporaire.,,,2A114,FIGARI,2A,94,CORSE,Y9900500,Ruisseau de Ventilegne,http://id.eaufrance.fr/CEA/Y9900500,,2021-05-12T00:00:00Z,1983-11-16T00:00:00Z,1988-05-01T00:00:00Z,,1,20,12.0,1.0,1.0,,,,CORSE-DU-SUD,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,9.14637440594282,41.4642031525931
K0045510,La Méjeanne à Saint-Arcons-de-Barges,K004551001,La Méjeanne à Saint-Arcons-de-Barges - Montbel,LIMNI,774643.0,6414533.0,26,3.944342221,44.825941118,2.0,,955560.0,3.0,43168,SAINT-ARCONS-DE-BARGES,43,84,AUVERGNE-RHONE-ALPES,K0045500,la Méjeanne,http://id.eaufrance.fr/CEA/K0045500,,2021-05-26T00:00:00Z,2011-01-01T00:00:00Z,,,1,16,0.0,1.0,1.0,2011-01-01T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.9443422213775,44.8259411178153
K0100020,La Loire à Goudet,K010002010,La Loire à Goudet,LIMNI,772786.0,6421521.0,26,3.921882753,44.889049776,3.0,,759152.0,3.0,43101,GOUDET,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-05-26T00:00:00Z,1981-09-30T00:00:00Z,,,1,20,12.0,1.0,1.0,1981-09-30T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.92188275331837,44.8890497760933
K0100020,La Loire à Goudet,K010002011,La Loire à Goudet - Station débitmétrique,DEB,772786.0,6421521.0,26,3.921882753,44.889049776,,,,,43101,GOUDET,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-05-26T00:00:00Z,2021-05-21T00:00:00Z,,,1,16,,,,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.92188275331837,44.8890497760933
K0100022,La Loire à Arlempdes,K010002201,La Loire à Arlempdes,LIMNI,772917.0,6419192.0,26,3.923196937,44.86806846,3.0,,785000.0,2.0,43008,ARLEMPDES,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-05-26T00:00:00Z,1946-01-01T00:00:00Z,1980-09-22T00:00:00Z,,1,20,12.0,1.0,1.0,1946-01-01T00:00:00Z,2020-01-02T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.92319693707428,44.8680684603072
K0114010,La Gazeille au Monastier-sur-Gazeille [Ancienne],K011401001,La Gazeille au Monastier-sur-Gazeille [Ancienne],LIMNI,776840.0,6426837.0,26,3.9740548,44.936470836,1.0,,,,43135,MONASTIER-SUR-GAZEILLE,43,84,AUVERGNE-RHONE-ALPES,K0114000,la Gazeille,http://id.eaufrance.fr/CEA/K0114000,,2021-05-26T00:00:00Z,1946-01-01T00:00:00Z,1980-09-23T00:00:00Z,,1,20,12.0,1.0,1.0,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.97405479976682,44.9364708355742
K0114020,La Gazeille au Monastier-sur-Gazeille,K011402001,La Gazeille au Monastier-sur-Gazeille - La Besseyre Haute,LIMNI,782031.0,6425833.0,26,4.039683076,44.926836043,1.0,"Station fermée début 2024 car elle n'était pas assez représentative de la production globale du bassin de la Gazeille car située en tête du bassin versant. De plus, cette station manquait de précision à l'étiage et n'était pas assez fiable en crue en raison d'un écoulement très violent. Elle est remplacée par la station de La Gazeille à Chadron ( K011 4030 01) ouverte en 2015.",920655.0,3.0,43135,MONASTIER-SUR-GAZEILLE,43,84,AUVERGNE-RHONE-ALPES,K0114000,la Gazeille,http://id.eaufrance.fr/CEA/K0114000,,2024-02-13T00:00:00Z,1989-03-01T00:00:00Z,2024-01-19T00:00:00Z,,1,20,,1.0,1.0,2009-10-05T00:00:00Z,2019-11-29T00:00:00Z,2019-12-19T00:00:00Z,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.03968307602906,44.9268360425235
K0114030,La Gazeille à Chadron,K011403001,La Gazeille à Chadron - Colempce Bas,LIMNI,773821.0,6428598.0,26,3.936053012,44.952653778,2.0,,,,43047,CHADRON,43,84,AUVERGNE-RHONE-ALPES,K0114000,la Gazeille,http://id.eaufrance.fr/CEA/K0114000,,2021-08-16T00:00:00Z,2015-06-08T00:00:00Z,,,1,16,,1.0,2.0,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.93605301205489,44.952653777999
K0120020,La Loire à Coubon,K012002010,La Loire à Coubon - Ancienne,LIMNI,772342.0,6433586.0,26,3.918036246,44.997717387,3.0,,623150.0,3.0,43078,COUBON,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-05-26T00:00:00Z,1998-10-21T00:00:00Z,2016-12-31T00:00:00Z,,1,20,12.0,1.0,1.0,2016-12-31T00:00:00Z,2017-11-23T00:00:00Z,2021-05-21T00:00:00Z,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.9180362464626,44.9977173874231
K0120020,La Loire à Coubon,K012002011,La Loire à Coubon - Charentus,LIMNI,770591.283477,6433534.2305628,26,3.895813737,44.997432342,,,,,43078,COUBON,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-06-07T00:00:00Z,1900-12-12T00:00:00Z,1976-01-01T00:00:00Z,,1,16,,,,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.89581373718669,44.9974323418447
