station_co,site_name,latitude,longitude,state,rivname,basin_name
MHDEVCHAARS,Chatav,17.76638889,73.54055556,MAHARASHTRA,,
Sukhna,Sukhna,19.6,75.83333333,MAHARASHTRA,Bhadrayani,
Chaupada,Chaupada,21.06388889,73.99638889,MAHARASHTRA,,
RGHR06,Kulia,22.56055556,87.87138889,WEST BENGAL,Rupnarayan River,
Mevasa,Mevasa,22.3425,71.02722222,GUJARAT,Jamburi Nadi,
Chene,Chene,19.28055556,72.92638889,MAHARASHTRA,,
GADANA_DAM,Gadana Dam,8.798888889,77.32555556,TAMILNADU,Kal Ar,
CHENNA PRO.,Chenna Project,19.61972222,80.1,MAHARASHTRA,,
ChichondiP,ChichondiPatil,19.06666667,74.91666667,MAHARASHTRA,,
RJDATA30808,Gatolav,26.86638889,76.3225,RAJASTHAN,Banganga River,
Chigule,Chigule,15.73888889,74.20972222,KARNATAKA,,
V5,Mohana,19.41138889,84.27666667,ODISHA,Durabankalu N,
NAGARI,NAGARI,13.31694444,79.59861111,ANDHRA PRADESH,Nagari R,
RGBK01,Kusmi(Digpar) Joypanda River,22.90356944,87.16804167,WEST BENGAL,Jaipanda N,
M24,Baghupalli,21.1875,83.88055556,ODISHA,Mahanadi,
M24,Baghupalli,21.1875,83.88055556,ODISHA,Mahanadi,
b2ahhsbal,Balurghat,25.22823611,88.772225,WEST BENGAL,Mahananda,
Chikhalgi,Chikhalgi,17.32777778,75.44277778,MAHARASHTRA,,
Chikhali,Chikhali,21.62833333,74.44388889,MAHARASHTRA,,
ChikniDomga,Chikni Domga,20.48055556,77.76138889,MAHARASHTRA,,
MONDEPULANKA,MONDEPULANKA,16.57916667,81.88333333,ANDHRA PRADESH,Vainateyam Godavari,
Paddhari,Paddhari,22.4425,70.59138889,GUJARAT,Dondi Nadi,
MHKPCKODS001,Chikotra,16.225,74.2,MAHARASHTRA,,
PEDAGEDDADA,PEDAGEDDADA,17.46916667,81.73416667,ANDHRA PRADESH,Bodapetta Vagu,
RJDUTA31006,Margia,23.74361111,73.81361111,RAJASTHAN,Moran,
MHKPCKA+E002,Chikotra,16.225,74.20638889,MAHARASHTRA,,
MHWACHARS,Chinchara,19.8475,72.85611111,MAHARASHTRA,,
RGPR02,Chakda(Kangsabati River),23.31322222,86.32097222,WEST BENGAL,Kasai N,
Chinchghar,Chinchghar,19.76944444,73.00277778,MAHARASHTRA,,
Chinchwe,Chinchwe,20.79055556,74.46472222,MAHARASHTRA,,
MUDUKULATUR,Mudukulathur,9.35638889,78.51833333,TAMILNADU,Kadugusandal Odai,
Chirchalband,Chirchalbandh,21.40444444,80.31861111,MAHARASHTRA,,
MHKPCTA+O003,Chitri,16.07083333,74.15833333,MAHARASHTRA,,
RGHR08,Manikpir,22.55805556,88.08611111,WEST BENGAL,Damodar,
Chittekanhar,Chittekanhar,19.99222222,80.09666667,MAHARASHTRA,,
Ahurli,Ahurli,19.81972222,73.58194444,MAHARASHTRA,Unduhol,
Karalgaon,Karalgaon,19.7175,72.94666667,MAHARASHTRA,Dehesali,
M26,Bisipada,20.39527778,83.22666667,ODISHA,Lant,
DiksalPar,Diksal,20.39888889,73.54194444,MAHARASHTRA,Par,
CHORKHAMARA,Chorkhamara,21.25,80.00138889,MAHARASHTRA,,
Mamai-mora,Momay-mora,23.67111111,70.91666667,GUJARAT,Dabhodanwari River,
Chourakund,Chourakund,21.60805556,77.10777778,MAHARASHTRA,,
Chowk(Wd),Chowk(Wada),19.83611111,73.21,MAHARASHTRA,,
CHULBANDH,Chulbandh,21.20222222,80.00833333,MAHARASHTRA,,
Chunkhadi,Chunkhadi,21.57472222,77.41666667,MAHARASHTRA,,
Tarewadi,Tarewadi,16.05166667,74.35111111,MAHARASHTRA,Ghatprabha River,
Dab,Dab,21.69722222,74.025,MAHARASHTRA,,
MHDEVDAARS,Dabhol,17.59194444,73.17861111,MAHARASHTRA,,
RJDHTB1001,Talabshahi,26.62166667,77.65333333,RAJASTHAN,Bamni N,
02_sant_005,Baru Bridge kunah khad,31.76725,76.38502778,HIMACHAL PRADESH,Kunah Khad,
Dabhol,Dabhol,17.59194444,73.17861111,MAHARASHTRA,,
Dabida,Dabida,21.48861111,76.83416667,MAHARASHTRA,,
Dadamia,Dadamia,19.14694444,73.51472222,MAHARASHTRA,,
Dahyane,Dahyane,20.85555556,74.69444444,MAHARASHTRA,,
Mahur,Mahur,19.85138889,77.925,MAHARASHTRA,Penganga River,
RGBM04,Gunutia(Mayurakshi River D/S),23.87570278,87.83330833,WEST BENGAL,Mayurakshi N,
6hhssonk,Sonakonia,21.86254722,87.25266389,WEST BENGAL,Subarnarekha,
b2ampshij,Hijli,22.30276389,87.30300833,WEST BENGAL,Kaliaghai N,
Ujani,Ujani,18.71166667,76.69027778,MAHARASHTRA,Manar,
b2ahhsbkr,Bakhrabad,22.12910278,87.37904722,WEST BENGAL,Kaliaghai N,
RNGBK02,Bishnupur,23.23575,87.33793889,WEST BENGAL,Sali,
Dajipur,Dajipur,16.38333333,73.85222222,MAHARASHTRA,,
MHAMNHP0084,Dara,21.73,74.44,MAHARASHTRA,,
MHAMNHP0039,Daryapur,20.925,77.31111111,MAHARASHTRA,,
MHAMNHP0052,Datarti,20.96388889,74.36305556,MAHARASHTRA,,
Chellaturu,Kandaleru Resorvoir @CHTU,14.33333333,79.5,ANDHRA PRADESH,Kandleru R,
Davari,Davari,17.28861111,73.94638889,MAHARASHTRA,,
MARDNADI_DAM,Marudanadhi Dam,10.25,77.68333333,TAMILNADU,Marudanadi Ar,
MHAMNHP0006,Davha,20.28638889,77.03861111,MAHARASHTRA,,
RJAJTA20004,Phoolsagar Jalia,26.06833333,74.27416667,RAJASTHAN,Lilri Nadi,
DeogaonTapi,Deogaon,21.34083333,77.41111111,MAHARASHTRA,,
738C2916,Khab,31.82333333,78.67083333,HIMACHAL PRADESH,,
DeogharBhor,Deoghar-2,18.10833333,73.71638889,MAHARASHTRA,,
Deojipada,Deojipada,21.14333333,74.16916667,MAHARASHTRA,,
RJUATB2609,Lower Ghodi,23.95861111,73.69166667,RAJASTHAN,Gorei,
Deoli,Deoli,20.64777778,78.495,MAHARASHTRA,,
AMDI_006,Kharun_Amdi,21.09888889,81.57694444,CHHATTISGARH,Kharun,
Deori Gond,Deori Gond,21.55722222,80.08888889,MAHARASHTRA,,
Deosara,Deosara,20.46694444,80.36583333,MAHARASHTRA,,
Devghar,Devghar,17.02361111,73.635,MAHARASHTRA,,
PAIDIGAM,PAIDIGAM,18.99027778,84.49166667,ANDHRA PRADESH,Madala,
E&S01004,Thingsulthliah,23.70126389,92.86125833,MIZORAM,Seaih Lui,
MHSPDKRDS001,Devikavatha,17.35080556,76.03769444,KARNATAKA,,
MHKADHARS,Dhamni,19.35888889,73.01194444,MAHARASHTRA,,
RGBM10,Kaigorya (Kopai River D/S),23.83991667,87.96808333,WEST BENGAL,Koiya N,
Dhamni(Kjt),Dhamni(Kjt),18.99361111,73.49222222,MAHARASHTRA,,
RJUATB2619,Kesar Sagar,24.23888889,74.10555556,RAJASTHAN,Gomti,
DhanajBk,Dhanaj (bk),20.6575,77.62138889,MAHARASHTRA,,
Dhangarwadi,Dhangarwadi,15.64694444,74.01277778,MAHARASHTRA,,
Dhanivari,Dhanivari (kotbipada),19.9775,72.89972222,MAHARASHTRA,,
Dhasai,Dhasai,19.26388889,73.59388889,MAHARASHTRA,,
Dhavals,Dhavals,18.14722222,75.33055556,MAHARASHTRA,,
Waghai,Ambika @ Waghai,20.76472222,73.49027778,GUJARAT,Ambika,
MHSTDHEPN003,Dhom,17.97305556,73.82027778,MAHARASHTRA,,
738D53AE,RD 160000,30.11555556,76.73638889,HARYANA,,
E&S01005,Lunglei,22.88851667,92.74271389,MIZORAM,Mengpui Lui,
Dhondbari,Dhondbari,19.88472222,73.40666667,MAHARASHTRA,,
Dhopatpada,Dhopatpada,19.93083333,73.24,MAHARASHTRA,,
MHAMNHP0061,Dhyanganga,20.54,76.42,MAHARASHTRA,,
Didola,Didola,20.71583333,76.21722222,MAHARASHTRA,,
MP0621_CHAND,Chand,21.95027778,79.12472222,MADHYA PRADESH,Kulbehra Nadi,
RajewadiGod,Rajewadi,19.475,76.49583333,MAHARASHTRA,Dudhana River,
Naseerabad,Naseerabad,19.96666667,76.25,MAHARASHTRA,Patalganga N,
Somata,Somata,19.82305556,72.95805556,MAHARASHTRA,Dehesali,
Digawale,Digawale,16.23805556,73.83333333,MAHARASHTRA,,
MHAMNHP0024,Dighave,20.88388889,74.22444444,MAHARASHTRA,,
MHSRDBEPN004,Dimbhe,19.09361111,73.74361111,MAHARASHTRA,,
E&S01002,Darlawn,24.020225,92.92696389,MIZORAM,Tuiwaul,
Khadka,Khadka,19.91027778,78.18527778,MAHARASHTRA,Penganga River,
RGCB13,Singhijani(Muzani River),26.49865,89.1808,WEST BENGAL,Mujnai R,
RajewadiGod,Rajewadi,19.475,76.49583333,MAHARASHTRA,Dudhana River,
RJJPTB1214,Hanumansagar,26.51722222,75.14027778,RAJASTHAN,Mashi River,
RDS,RAJOLI BUNDA,15.95,77.16666667,KARNATAKA,Tungabhadra River,
Dina project,Dina project,19.77555556,80.125,MAHARASHTRA,,
Dodamarg,Dodamarg,15.675,73.97305556,MAHARASHTRA,,
Donad,Donad,20.55,77.17777778,MAHARASHTRA,,
Dongargaon_B,Dongargaon_B,20.63888889,80.36361111,MAHARASHTRA,,
RJBUTA20705,Dugari,25.6975,75.88388889,RAJASTHAN,Mej River,
Kaman,Kaman,19.38444444,72.91055556,MAHARASHTRA,Ulhas,
b2ampssalt,Salt Lake,22.59061667,88.83517778,WEST BENGAL,Ichamati N,
RJBHTB0418,Alampur Bundh,27.69416667,77.3125,RAJASTHAN,Khari Nadi,
Sitekasa,Sitekasa,21.51722222,79.58666667,MAHARASHTRA,Sarra Nadi,
Chitali,Chitali,19.68138889,74.60888889,MAHARASHTRA,Kath Nala,
Kushegaon,Kushegaon,19.86333333,73.57555556,MAHARASHTRA,Unduhol,
b2ampskas,Kashipur,23.43413611,86.66786389,WEST BENGAL,Dwarkeswar,
RGMD02,Aiho Bridge(Tangon River),23,88,WEST BENGAL,Damodar,
MP0612_MNPUR,Manpur,22.025,80.1525,MADHYA PRADESH,Nahara Nadi,
Ladsangvi,Ladsangvi,19.975,75.625,MAHARASHTRA,Dudhana River,
Wasali_Igat,Wasali,19.64305556,73.72861111,MAHARASHTRA,Kadva N,
Dongargaon_C,Dongargaon_C,20.20333333,79.09055556,MAHARASHTRA,,
Ananthapalli,Errakalva @ Ananthapalli,16.98055556,81.45916667,ANDHRA PRADESH,Errakalva,
MHAMNHP0001,Dongar Sevali,20.46583333,76.32111111,MAHARASHTRA,,
MHKPDGEPN005,Dudhaganga,16.35,74,MAHARASHTRA,,
Dudhanoli,Dudhanoli,19.2225,73.56916667,MAHARASHTRA,,
TN1,Rajapalayam,9.476944444,77.55888889,TAMILNADU,Kayalkudi R,
Dudhmala,Dudhmala,20.24555556,80.23888889,MAHARASHTRA,,
7D9077B4,Ganaparthi,17.60138889,82.90388889,ANDHRA PRADESH,,
Charadva,Charadva,22.92888889,71.02055556,GUJARAT,Ghodadhrai River,
Bhavarwadi,Bhavarwadi,19.27722222,74.82138889,MAHARASHTRA,Lendi Nala,
Dabhadi,Dabhadi,20.03611111,75.72861111,MAHARASHTRA,Dev Nadi,
b2ampsman,Manteswar,23.61235583,88.13697778,WEST BENGAL,Bhagirathi,
Takli(kd),Takli(kd),18.66666667,77.6,MAHARASHTRA,Manar,
b2ampsdal,Dalkhola (Proposed ),25.81964722,87.92151944,WEST BENGAL,Sudhani Nadi,
b2ahhsghe,Gheropara,23.62151667,87.62151667,WEST BENGAL,,
Malunja,Malunja,20,75.71666667,MAHARASHTRA,Dev Nadi,
MHKADUARS,Dugad,19.43611111,73.03611111,MAHARASHTRA,,
Dugad,Dugad,19.43611111,73.03611111,MAHARASHTRA,,
RGRG10,Domonha(Sudhani River),26.02161111,87.96302778,WEST BENGAL,Sudhani Nadi,
N4,JK Pur,19.25694444,83.43305556,ODISHA,Sitagurha,
MHPHODUARS,Dukanwadi,16.03172222,73.87655556,MAHARASHTRA,,
MHAMNHP0025,Dusane,21.15027778,74.43333333,MAHARASHTRA,,
Etapalli,Etapalli,19.6,80.22722222,MAHARASHTRA,,
Fulumari,Fulumari,20.09777778,77.56,MAHARASHTRA,,
Gadegaon,Gadegaon,21.02361111,76.86722222,MAHARASHTRA,,
b2ampssin,Singur,22.82061111,88.22493889,WEST BENGAL,Kana,
Digholamba,Digholamba,18.67888889,76.29472222,MAHARASHTRA,Walna N,
Kothurna,Kothurna,21.22083333,79.67638889,MAHARASHTRA,Sur River,
Gosekhurd,Gosekhurd,20.8625,79.6075,MAHARASHTRA,Wainganga River,
Rahata,Rahata,19.71472222,74.48527778,MAHARASHTRA,Kath Nala,
Changodar,Changodar,22.92777778,72.44722222,GUJARAT,Sabarmati,
Mahalkheda,Mahalkheda,19.98722222,74.37861111,MAHARASHTRA,Kaldhondi N,
Kalanki,Kalanki,19.58333333,76,MAHARASHTRA,Vidrupa N,
Gargoti,Gargoti,16.31611111,74.13555556,MAHARASHTRA,,
MHKPGRARS004,Gargoti,16.31611111,74.13555556,MAHARASHTRA,,
Asura,Man @ Asura,20.55333333,73.1925,GUJARAT,Man,
RGPMD08,Bhuaghat(Kapaleswari River),22.82027778,87.86,WEST BENGAL,Dwarkeswar,
GATTA,Gatta,19.62861111,80.53083333,MAHARASHTRA,,
Gavase,Gavase,16.09777778,74.125,MAHARASHTRA,,
Ghatang,Ghatang,21.44777778,77.44333333,MAHARASHTRA,,
RJCGTA20705,Orai Dam,25.03638889,74.84666667,RAJASTHAN,Orai Nadi,
Ghatladki,Ghatladki,21.34166667,77.81027778,MAHARASHTRA,,
MHKPGPAEO005,Ghatprabha,15.94583333,74.07222222,MAHARASHTRA,,
Ghisar,Ghisar,18.29166667,73.55833333,MAHARASHTRA,,
Mandvi Pain,Mandvi,19.78888889,78.26666667,MAHARASHTRA,Ghoti Nala,
73926738,Jasana Major Head D/s 100m,29.03722222,74.94441667,RAJASTHAN,,
Dhorkin,Dhorkin,19.61444444,75.36638889,MAHARASHTRA,Kanki N,
Barad,Barad,19.22222222,77.46944444,MAHARASHTRA,Sita Nala,
DD03,River BEAS at NAUSHERA MIRTHAL,32.11805556,75.60638889,PUNJAB,Nalua,
MHSRGDGS8002,Ghod,18.68,74.49694444,MAHARASHTRA,,
b2bhhsdom,Domohani,26.56193611,88.751525,WEST BENGAL,Teesta,
MHSRGDGS8003,Ghod,18.68,74.49694444,MAHARASHTRA,,
MHSRGDGS8001,Ghod,18.68,74.49694444,MAHARASHTRA,,
RGHR05,Charkantapukur,22.43777778,87.94527778,WEST BENGAL,Rupnarayan River,
SRISAILAM,SRI SAILAM PROJECT,16.08333333,78.9,ANDHRA PRADESH,Krishna River,
b2ahhsamg,Amgachia,22.10426111,87.63518611,WEST BENGAL,Kaliaghai N,
DD24,River SATLUJ at YOUSAFPUR,31.135,75.11111111,PUNJAB,Satluj,
MHSRGDEPN006,Ghod,18.68,74.49694444,MAHARASHTRA,,
DD28,Mauzam Drain at Ladhuka,30.49444444,75.08388889,PUNJAB,Chandbhan Drain,
Karamchedu,ParuchuruvaguKaramchedu,15.90111111,80.30611111,ANDHRA PRADESH,Ramperu Drain,
MHSRGDGS5004,Ghod,18.68,74.49694444,MAHARASHTRA,,
MANAMADURAI,Manamadurai,9.695555555,78.45833333,TAMILNADU,Vaigai,
b2ampsten,Tentulia,22.78975,88.85453333,WEST BENGAL,Ichamati N,
RJJHTB1438,Jolpa,24.85166667,76.36083333,RAJASTHAN,Ujar N,
b2ahhsnrb,Narayanbarh,22.11915278,87.60840833,WEST BENGAL,Kapleswari N,
b2ahhsnrb,Narayanbarh,22.11915278,87.60840833,WEST BENGAL,Kapleswari N,
Saiphal,Saiphal,19.86888889,78.2525,MAHARASHTRA,Penganga River,
Varasgaon,Varasgaon,18.40916667,73.21388889,MAHARASHTRA,Kundalika,
Ghonsari,Ghonsari,16.42138889,73.79777778,MAHARASHTRA,,
Ghugus,Ghugus,19.93416667,79.12611111,MAHARASHTRA,,
Girad,Girad,20.66166667,79.12277778,MAHARASHTRA,,
Girguti,Girguti,21.31944444,77.21222222,MAHARASHTRA,,
MHAMNHP0095,Girna,20.51944444,74.5375,MAHARASHTRA,,
RJBHTB0429,Khan Surjapur Bundh,26.98194444,77.63527778,RAJASTHAN,Kawar Nadi,
MHAMNHP0064,Girna,20.49,74.72,MAHARASHTRA,,
MHAMNHP0094,Girna,20.51944444,74.5375,MAHARASHTRA,,
PARTIBNR_REG,Parthibanur Regulator,9.626111111,78.47861111,TAMILNADU,Vaigai,
DD07,River TAWI AT JAMMU,32.72666667,74.85694444,JAMMU & KASHMIR,Tawi,
MHAMNHP0035,Girna Dam,20.35277778,74.70305556,MAHARASHTRA,,
Girye,Girye,16.5,73.34833333,MAHARASHTRA,,
Gobarwahi,Gobarwahi,21.52555556,79.72694444,MAHARASHTRA,,
RJSRTB2401,Baloria Bundh,24.59416667,73.01083333,RAJASTHAN,Sei,
RGMR01,Islampur bridge,24.15104722,88.46243333,WEST BENGAL,Bhairab,
Golvan,Golvan,16.14111111,73.56,MAHARASHTRA,,
Golwad,Golwad,20.8,74.01666667,MAHARASHTRA,,
Gonde(Kd),Gonde(Kd),19.92277778,73.36666667,MAHARASHTRA,,
GONDIA,Gondia,21.48333333,80.20416667,MAHARASHTRA,,
Gondyapada,Gondyachapada,19.2925,73.63388889,MAHARASHTRA,,
RJJHTB1423,Tai Ka Khera,24.41833333,75.91388889,RAJASTHAN,Au or Ahu R,
MP0620_HRKHR,Hirankheri,21.9625,79.14361111,MADHYA PRADESH,Pench River,
Saivan,Saivan,19.48333333,72.98333333,MAHARASHTRA,Tansa,
Yellamghat,Yellamghat,18.78805556,75.82638889,MAHARASHTRA,Waghi,
RGH02,Dakshin Gopalpur,22.86888889,88.27549167,WEST BENGAL,Kana,
Gopalkhed,Gopalkhed,20.87416667,76.98472222,MAHARASHTRA,,
RJBWTA30206,Sonariya,23.22472222,74.47222222,RAJASTHAN,Heran,
MHKAGOARS,Goregaon,19.1075,73.27666667,MAHARASHTRA,,
goregaon,Goregaon,19.1075,73.27666667,MAHARASHTRA,,
B2bhhslrs,LRP Crossing (Sankosh),26.45846667,89.85648056,WEST BENGAL,Sankosh,
Goregaon,Goregaon,19.92444444,77.03444444,MAHARASHTRA,,
GoregaonW,Goregaon Wangi,17.43527778,74.32444444,MAHARASHTRA,,
DD27,Phidda Out Fall at Hamid,30.87222222,74.41944444,PUNJAB,Sodinagar,
Gota,Gota,20.055,80.32416667,MAHARASHTRA,,
GothangaonPa,Gothangaon(Pauni),20.8725,79.5575,MAHARASHTRA,,
Govalkot,Govalkot,17.54888889,73.48611111,MAHARASHTRA,,
Gollalakoder,YenamadurruDrain@Gollalakoderu,16.58416667,81.5375,ANDHRA PRADESH,Enamadurru Drain,
Govindgaon,Govindgaon.,19.10888889,80.03888889,MAHARASHTRA,,
Gudri,Gudri,21.52527778,79.77638889,MAHARASHTRA,,
Gulvane,Gulvane,17.38111111,73.42361111,MAHARASHTRA,,
b2ahhsgam,Itahar,25.45694167,88.17351944,WEST BENGAL,Mahananda,
Gumgaon,Gumgaon,20.95388889,78.34194444,MAHARASHTRA,,
MHPNGNA+G006,Gunjawani,18.30833333,73.64083333,MAHARASHTRA,,
RGKR08,DuttaPulia Ghat(Icchamoti ),23.23348333,88.70938333,WEST BENGAL,Ichamati N,
Shindyapada,Shindyachapada,19.97138889,73.37611111,MAHARASHTRA,Wagh,
PadaliMuk,Padali (Mukane),19.80138889,73.66194444,MAHARASHTRA,Unduhol,
Bhanwad,Bhanwad,20.40944444,73.67611111,MAHARASHTRA,Kadva River,
Chinchara,Chinchara,19.8475,72.85611111,MAHARASHTRA,Vaitarana,
RJRATB2115,Lalpura,25.07916667,74.01944444,RAJASTHAN,Banas,
MHPNGNODS002,Gunjawani,18.30380556,73.62519444,MAHARASHTRA,,
Haji Malang,Haji Malang wadi,19.11583333,73.17583333,MAHARASHTRA,,
Halewara,Halewara.,19.75583333,80.31555556,MAHARASHTRA,,
Hamarapur,Hamarapur,19.70166667,72.95722222,MAHARASHTRA,,
PONNAI,NARASINGARAYANIPETA,13.18,79.21111111,ANDHRA PRADESH,Ponnai,
b2ahhssnk,Sankoghat,24.15640833,88.01718056,WEST BENGAL,Dwarka or Babla N,
Harcheri,Harcheri,16.9475,73.44055556,MAHARASHTRA,,
RGPMD09,Bakhrabad(Poktapool),22.08194444,87.53416667,WEST BENGAL,Kaliaghai N,
b2bhhsmkh,Mekhliganj,26.34528611,88.90600833,WEST BENGAL,Teesta,
Hardkhala,Hardkhala,16.81194444,73.68277778,MAHARASHTRA,,
Harna,Harna,17.81388889,76.11388889,MAHARASHTRA,,
Takli Khetri,Takli Khetri,20.51361111,76.76888889,MAHARASHTRA,Mun,
Kasa,Kasa (Thane),19.925,73.34722222,MAHARASHTRA,Wagh,
Shembavane,Shembavane,16.64305556,73.56888889,MAHARASHTRA,Kodavli,
RJALTA30110,Saran Khurd,28.14055556,76.94416667,RAJASTHAN,Sahibi,
RJBWTB0215,Nawakhera,23.42361111,74.49972222,RAJASTHAN,Kagudo,
Malghar,Hateri (Malghar),20.00916667,73.27388889,MAHARASHTRA,,
R6,Moulabhanja,19.38305556,84.57222222,ODISHA,Ghorhaharh,
b2ahhstel,Teljana,25.27570278,87.87584167,WEST BENGAL,Mahananda,
7D91D5B6,Kalvapalli,14.63472222,77.28472222,ANDHRA PRADESH,,
7D91D5B6,Kalvapalli,14.63472222,77.28472222,ANDHRA PRADESH,,
Hathru,Hathru,21.68194444,77.33888889,MAHARASHTRA,,
RJJUTB1501,Birai Bundh,26.59555556,73.29361111,RAJASTHAN,Mithari or Jojri Nadi,
MHAMNHP0096,Hatnur,21.07638889,75.93722222,MAHARASHTRA,,
MHAMNHP0099,Hatnur,21.07638889,75.93722222,MAHARASHTRA,,
b2ahhsklk,Kullick Railway Bridge,25.61998611,88.115525,WEST BENGAL,Nagar Nadi,
b2ampssat,Satkahania,23.59649722,87.50039444,WEST BENGAL,Ajay,
RGMR07,Gangadhari Ghat,23.99186667,88.49763889,WEST BENGAL,Bhairab,
Masaipet,Masaipet,17.90694444,78.46,TELANGANA,Haldi,
Junasavar,Shetrunji @ Junasavar,21.46194444,71.39222222,GUJARAT,Shetrunji,
739269EA,Rajasthan Feeder D/s Sirhind,29.23708333,74.58863889,RAJASTHAN,,
MHAMNHP0063,Hatnur,21.072,75.945,MAHARASHTRA,,
Devikavathe,Devikavathe,17.35,76.08333333,MAHARASHTRA,Bhima River,
Lonkheda,Lonkheda,21.56666667,74.48472222,MAHARASHTRA,Gomai,
Returu,Nallamada drain @Returu,15.98333333,80.44166667,ANDHRA PRADESH,Nallamada Vagu,
Deulgaon Sak,Deoulgaon Sakharsha,20.42611111,76.68833333,MAHARASHTRA,Uthavali,
Deosane,Deosane,20.42416667,73.71416667,MAHARASHTRA,Kadva River,
MHAMNHP0100,Hatnur,21.07638889,75.93722222,MAHARASHTRA,,
VNYKPR_007,Tandula_Vinayakpur,21.08333333,81.25,CHHATTISGARH,Tandula,
MHAMNHP0098,Hatnur,21.07638889,75.93722222,MAHARASHTRA,,
GURTUR,GURTUR,17.63333333,79.71666667,TELANGANA,Akeru River,
MHAMNHP0097,Hatnur,21.07638889,75.93722222,MAHARASHTRA,,
MHAMNHP0036,Hatnur Dam,21.07611111,75.93722222,MAHARASHTRA,,
DD01,River CHAKKI at CHAKKI Bank,32.26444444,75.64222222,PUNJAB,Nalua,
Hatond,Hatond,18.69333333,73.25694444,MAHARASHTRA,,
Hatru,Hatru,21.68194444,77.33888889,MAHARASHTRA,,
MHAMNHP0048,Hatrun,20.84611111,76.89,MAHARASHTRA,,
Hatwalan,Hatwalan,18.8825,74.88972222,MAHARASHTRA,,
DATTI,DATTI,18.4,83.39444444,ANDHRA PRADESH,Potula Gedda,
Hedvi,Hedvi,17.35638889,73.21944444,,,
Hedvi(D),Hedvi(D),17.35638889,73.21944444,,,
MHPHONHEARS,Het,16.59383333,73.77838889,MAHARASHTRA,,
Himayatnagar,Himayatnagar,19.42444444,77.86694444,MAHARASHTRA,,
SALUR,SALUR,18.51277778,83.21055556,ANDHRA PRADESH,Vegavati,
MAHAJE,Mahaje,20.29916667,73.61944444,MAHARASHTRA,Kadya R,
Salinde,Salinde,18.62166667,73.10888889,MAHARASHTRA,Amba,
RJJLTB1313,Kapuria X Bundh First,24.96805556,71.69777778,RAJASTHAN,Luni Nadi,
HIMAYATNAGAR,Himayatnagar,19.42444444,77.86694444,MAHARASHTRA,,
Hingangaon,Hingangaon,18.06666667,75.1,MAHARASHTRA,,
MP0261_Nohta,Nohta,23.68805556,79.56305556,MADHYA PRADESH,Bearma River,
Hingna,Hingna,21.08055556,78.96972222,MAHARASHTRA,,
Hirewadi,Hirewadi,19.14055556,73.43916667,MAHARASHTRA,,
ARANG_005,Mahanadi_ Arang,21.16333333,82.02888889,CHHATTISGARH,Mahanadi,
MHAMNHP0067,Hivra,20.6,75.35,MAHARASHTRA,,
Holkarpul,Holkar Bridge,18.55416667,73.86388889,MAHARASHTRA,,
7392A226,D/s Thein Dam (Gammon Bridge),32.43472222,75.74319444,PUNJAB,,
b2ampssalb,Salboni,22.64211944,87.31848333,WEST BENGAL,Silabali N,
b2ampskar,Karnajora,25.64298056,88.13677222,WEST BENGAL,Nagar Nadi,
Pottupalli,U/S of Rallapadu Resorvoir,15.03805556,79.59222222,ANDHRA PRADESH,Manneru,
MHDEVJAGD,Jagbudi Bridge,17.71844444,73.41713889,MAHARASHTRA,,
Jaitpur,Jaitpur,20.85694444,79.86305556,MAHARASHTRA,,
NANDGHAT_018,Seonath_ Nandghat,21.76944444,81.81194444,CHHATTISGARH,Seonath,
RJCGTB0828,Jalsagar,24.92305556,74.99055556,RAJASTHAN,Brahmani Nadi,
RJRATB2103,Bhim Rapat,25.73194444,74.09416667,RAJASTHAN,Nekhadi nadi,
RGB05,Patharghata(Behula River D/S),23.13291667,88.32083333,WEST BENGAL,Hooghly,
Jillellamudi,Paleru Anicut near Jillellamud,15.29527778,79.90083333,ANDHRA PRADESH,Palleru River,
Kanpoli,Kanpoli,19.06722222,73.14194444,MAHARASHTRA,Kasadi,
Dhondalgaon,Dhondalgaon,19.61666667,76.28333333,MAHARASHTRA,Dudhana River,
Manda,Manda,19.29555556,73.36666667,MAHARASHTRA,Murabadi,
Hasnal,Hasnal,18.62916667,77.47222222,MAHARASHTRA,Lendi,
Tammileru_W,West Tammileru  @ Eluru,16.69222222,81.09277778,ANDHRA PRADESH,Tammil Eru,
Tammileru_W,West Tammileru @ Eluru,16.69222222,81.09277778,ANDHRA PRADESH,Tammil Eru,
KopargaoCTY,KopargaonCity,19.78333333,74.5,MAHARASHTRA,Lendi Nala,
b2ahhsjrb,Jagdhari Road Bridge,24.275525,87.83793611,WEST BENGAL,Brahmani N,
Jalegaon,Jalegaon,19.94694444,80.19888889,MAHARASHTRA,,
Jalgaon Kh.,Jalgaon Khurd,21.00944444,75.7,MAHARASHTRA,,
Jalna,Jalna,19.83333333,75.8,MAHARASHTRA,,
JAMB,Jamb,21.39722222,79.58,MAHARASHTRA,,
Jambhali,Jambhali,21.30055556,80.53222222,MAHARASHTRA,,
MHKPJBODS003,Jambhare,15.87,74.11,MAHARASHTRA,,
Jambhur,Jambhur,17.03611111,73.93222222,MAHARASHTRA,,
b2ampskend,Kenda,23.19551389,86.51585556,WEST BENGAL,Chaka N,
Jamkhed,Jamkhed,18.73333333,75.33333333,MAHARASHTRA,,
MHAMNHP0076,Jamkhedi,20.999,74.106,MAHARASHTRA,,
